,Facility Id,State,industry_type,year,total_direct_emissions,state_population,state_gdp_per_capita,state_policies_incentives,USDA_energy_invest_unit,USDA_energy_invest_$,%Renewables
0,1004377,TX,Waste Management and Remediation Services,2016,221014.75,27914064,58033.62062,140,176,83600842.01,13.4
1,1003188,TX,Plastics and Rubber Products Manufacturing,2016,31773.48,27914064,58033.62062,140,176,83600842.01,13.4
2,1007733,TX,Utilities ,2016,22362.816,27914064,58033.62062,140,176,83600842.01,13.4
3,1002685,TX,Oil and Gas Extraction,2016,265377.77,27914064,58033.62062,140,176,83600842.01,13.4
4,1005601,TX,Nonmetallic Mineral Product Manufacturing,2016,55858.24,27914064,58033.62062,140,176,83600842.01,13.4
5,1005046,TX,Nonmetallic Mineral Product Manufacturing,2016,39418.452,27914064,58033.62062,140,176,83600842.01,13.4
6,1002380,TX,Chemical Manufacturing,2016,747135.884,27914064,58033.62062,140,176,83600842.01,13.4
7,1003724,TX,Chemical Manufacturing,2016,447275.3,27914064,58033.62062,140,176,83600842.01,13.4
8,1003730,TX,Chemical Manufacturing,2016,186622.784,27914064,58033.62062,140,176,83600842.01,13.4
9,1003780,TX,Chemical Manufacturing,2016,212344.5,27914064,58033.62062,140,176,83600842.01,13.4
10,1003910,TX,Chemical Manufacturing,2016,464314.8,27914064,58033.62062,140,176,83600842.01,13.4
11,1002430,TX,Chemical Manufacturing,2016,356928.254,27914064,58033.62062,140,176,83600842.01,13.4
12,1010475,TX,Oil and Gas Extraction,2016,43226.158,27914064,58033.62062,140,176,83600842.01,13.4
13,1003129,TX,Oil and Gas Extraction,2016,23633.72,27914064,58033.62062,140,176,83600842.01,13.4
14,1003402,TX,Chemical Manufacturing,2016,48002.72,27914064,58033.62062,140,176,83600842.01,13.4
15,1003201,TX,Primary Metal Manufacturing,2016,191045.788,27914064,58033.62062,140,176,83600842.01,13.4
16,1005887,TX,Oil and Gas Extraction,2016,58883.82,27914064,58033.62062,140,176,83600842.01,13.4
17,1007496,TX,Oil and Gas Extraction,2016,25431.732,27914064,58033.62062,140,176,83600842.01,13.4
18,1004732,TX,Chemical Manufacturing,2016,75150.468,27914064,58033.62062,140,176,83600842.01,13.4
19,1005392,TX,Waste Management and Remediation Services,2016,66671.5,27914064,58033.62062,140,176,83600842.01,13.4
20,1003224,TX,Beverage and Tobacco Product Manufacturing,2016,27076.334,27914064,58033.62062,140,176,83600842.01,13.4
21,1004932,TX,Pipeline Transportation,2016,43718.116,27914064,58033.62062,140,176,83600842.01,13.4
22,1010353,TX,Oil and Gas Extraction,2016,36750.058,27914064,58033.62062,140,176,83600842.01,13.4
23,1006644,TX,Chemical Manufacturing,2016,50389.46,27914064,58033.62062,140,176,83600842.01,13.4
24,1006797,TX,Chemical Manufacturing,2016,55626.04,27914064,58033.62062,140,176,83600842.01,13.4
25,1002494,TX,Primary Metal Manufacturing,2016,58931.628,27914064,58033.62062,140,176,83600842.01,13.4
26,1002190,TX,Chemical Manufacturing,2016,586190.484,27914064,58033.62062,140,176,83600842.01,13.4
27,1002421,TX,Nonmetallic Mineral Product Manufacturing,2016,598198.188,27914064,58033.62062,140,176,83600842.01,13.4
28,1007800,TX,Waste Management and Remediation Services,2016,247960,27914064,58033.62062,140,176,83600842.01,13.4
29,1003772,TX,Food Manufacturing,2016,26597.342,27914064,58033.62062,140,176,83600842.01,13.4
30,1007346,TX,Nonmetallic Mineral Product Manufacturing,2016,213099.458,27914064,58033.62062,140,176,83600842.01,13.4
31,1003082,TX,Oil and Gas Extraction,2016,31438.684,27914064,58033.62062,140,176,83600842.01,13.4
32,1007357,TX,Waste Management and Remediation Services,2016,82776.75,27914064,58033.62062,140,176,83600842.01,13.4
33,1011325,TX,Nonmetallic Mineral Product Manufacturing,2016,40520.648,27914064,58033.62062,140,176,83600842.01,13.4
34,1012051,TX,Nonmetallic Mineral Product Manufacturing,2016,35812.816,27914064,58033.62062,140,176,83600842.01,13.4
35,1006711,TX,Chemical Manufacturing,2016,635090,27914064,58033.62062,140,176,83600842.01,13.4
36,1004442,TX,Chemical Manufacturing,2016,198265.5,27914064,58033.62062,140,176,83600842.01,13.4
37,1006943,TX,Chemical Manufacturing,2016,531770.3,27914064,58033.62062,140,176,83600842.01,13.4
38,1003160,TX,Chemical Manufacturing,2016,97517.44,27914064,58033.62062,140,176,83600842.01,13.4
39,1006402,TX,Chemical Manufacturing,2016,2424128.478,27914064,58033.62062,140,176,83600842.01,13.4
40,1012815,TX,Pipeline Transportation,2016,95037.894,27914064,58033.62062,140,176,83600842.01,13.4
41,1007208,TX,Nonmetallic Mineral Product Manufacturing,2016,827666.328,27914064,58033.62062,140,176,83600842.01,13.4
42,1003570,TX,Chemical Manufacturing,2016,106854.446,27914064,58033.62062,140,176,83600842.01,13.4
43,1003448,TX,Chemical Manufacturing,2016,34734.518,27914064,58033.62062,140,176,83600842.01,13.4
44,1000955,TX,Utilities ,2016,16930.536,27914064,58033.62062,140,176,83600842.01,13.4
45,1011298,TX,Pipeline Transportation,2016,42742.38,27914064,58033.62062,140,176,83600842.01,13.4
46,1007072,TX,Waste Management and Remediation Services,2016,32758.5,27914064,58033.62062,140,176,83600842.01,13.4
47,1012374,TX,Primary Metal Manufacturing,2016,37136.66,27914064,58033.62062,140,176,83600842.01,13.4
48,1008268,TX,Pipeline Transportation,2016,49918.396,27914064,58033.62062,140,176,83600842.01,13.4
49,1006652,TX,Utilities ,2016,35148.968,27914064,58033.62062,140,176,83600842.01,13.4
50,1009986,TX,Oil and Gas Extraction,2016,29555.988,27914064,58033.62062,140,176,83600842.01,13.4
51,1003258,TX,Nonmetallic Mineral Product Manufacturing,2016,66135.588,27914064,58033.62062,140,176,83600842.01,13.4
52,1011692,TX,Support Activities for Mining,2016,19509.478,27914064,58033.62062,140,176,83600842.01,13.4
53,1008677,TX,Support Activities for Mining,2016,45953.636,27914064,58033.62062,140,176,83600842.01,13.4
54,1008680,TX,Support Activities for Mining,2016,88185.168,27914064,58033.62062,140,176,83600842.01,13.4
55,1008681,TX,Support Activities for Mining,2016,95270.266,27914064,58033.62062,140,176,83600842.01,13.4
56,1002645,TX,Waste Management and Remediation Services,2016,60477,27914064,58033.62062,140,176,83600842.01,13.4
57,1004087,TX,Oil and Gas Extraction,2016,155266.868,27914064,58033.62062,140,176,83600842.01,13.4
58,1006523,TX,Pipeline Transportation,2016,44932.242,27914064,58033.62062,140,176,83600842.01,13.4
59,1011597,TX,Oil and Gas Extraction,2016,26871.728,27914064,58033.62062,140,176,83600842.01,13.4
60,1005850,TX,Chemical Manufacturing,2016,45570.928,27914064,58033.62062,140,176,83600842.01,13.4
61,1002613,TX,Chemical Manufacturing,2016,3180.788,27914064,58033.62062,140,176,83600842.01,13.4
62,1001934,TX,Chemical Manufacturing,2016,720070.364,27914064,58033.62062,140,176,83600842.01,13.4
63,1006543,TX,Chemical Manufacturing,2016,1669559.584,27914064,58033.62062,140,176,83600842.01,13.4
64,1007684,TX,Waste Management and Remediation Services,2016,77350,27914064,58033.62062,140,176,83600842.01,13.4
65,1006416,TX,Chemical Manufacturing,2016,24263.606,27914064,58033.62062,140,176,83600842.01,13.4
66,1012062,TX,Oil and Gas Extraction,2016,47269.164,27914064,58033.62062,140,176,83600842.01,13.4
67,1002325,TX,Oil and Gas Extraction,2016,86046.786,27914064,58033.62062,140,176,83600842.01,13.4
68,1006961,TX,Petroleum and Coal Products Manufacturing,2016,832061.77,27914064,58033.62062,140,176,83600842.01,13.4
69,1002502,TX,Oil and Gas Extraction,2016,20913.336,27914064,58033.62062,140,176,83600842.01,13.4
70,1001132,TX,Oil and Gas Extraction,2016,98424.55,27914064,58033.62062,140,176,83600842.01,13.4
71,1005891,TX,Waste Management and Remediation Services,2016,188362.25,27914064,58033.62062,140,176,83600842.01,13.4
72,1006301,TX,Petroleum and Coal Products Manufacturing,2016,2295226.808,27914064,58033.62062,140,176,83600842.01,13.4
73,1010447,TX,Chemical Manufacturing,2016,135139.794,27914064,58033.62062,140,176,83600842.01,13.4
74,1007574,TX,Chemical Manufacturing,2016,16529.39,27914064,58033.62062,140,176,83600842.01,13.4
75,1006373,TX,Oil and Gas Extraction,2016,584378.942,27914064,58033.62062,140,176,83600842.01,13.4
76,1006833,TX,Pipeline Transportation,2016,4673.596,27914064,58033.62062,140,176,83600842.01,13.4
77,1000997,TX,Utilities ,2016,392063.748,27914064,58033.62062,140,176,83600842.01,13.4
78,1011717,TX,Utilities ,2016,34449.942,27914064,58033.62062,140,176,83600842.01,13.4
79,1007300,TX,Utilities ,2016,1106288.1,27914064,58033.62062,140,176,83600842.01,13.4
80,1000346,TX,Chemical Manufacturing,2016,1848385.27,27914064,58033.62062,140,176,83600842.01,13.4
81,1001630,TX,Chemical Manufacturing,2016,27410.096,27914064,58033.62062,140,176,83600842.01,13.4
82,1006983,TX,Utilities ,2016,1965742.512,27914064,58033.62062,140,176,83600842.01,13.4
83,1008964,TX,Pipeline Transportation,2016,39080.214,27914064,58033.62062,140,176,83600842.01,13.4
84,1005646,TX,Pipeline Transportation,2016,38640.928,27914064,58033.62062,140,176,83600842.01,13.4
85,1002298,TX,Oil and Gas Extraction,2016,65835.128,27914064,58033.62062,140,176,83600842.01,13.4
86,1007500,TX,Utilities ,2016,6857758.066,27914064,58033.62062,140,176,83600842.01,13.4
87,1000604,TX,Chemical Manufacturing,2016,285297,27914064,58033.62062,140,176,83600842.01,13.4
88,1005822,TX,Utilities ,2016,1159272.936,27914064,58033.62062,140,176,83600842.01,13.4
89,1011455,TX,Waste Management and Remediation Services,2016,41090,27914064,58033.62062,140,176,83600842.01,13.4
90,1003806,TX,Waste Management and Remediation Services,2016,2998,27914064,58033.62062,140,176,83600842.01,13.4
91,1011311,TX,Oil and Gas Extraction,2016,40535.304,27914064,58033.62062,140,176,83600842.01,13.4
92,1001727,TX,Oil and Gas Extraction,2016,37852.62,27914064,58033.62062,140,176,83600842.01,13.4
93,1003533,TX,Chemical Manufacturing,2016,225711.756,27914064,58033.62062,140,176,83600842.01,13.4
94,1000605,TX,Chemical Manufacturing,2016,286095.476,27914064,58033.62062,140,176,83600842.01,13.4
95,1008020,TX,Utilities ,2016,1746692.176,27914064,58033.62062,140,176,83600842.01,13.4
96,1011817,TX,Warehousing and Storage,2016,37610.208,27914064,58033.62062,140,176,83600842.01,13.4
97,1010120,TX,Oil and Gas Extraction,2016,89898.478,27914064,58033.62062,140,176,83600842.01,13.4
98,1000798,TX,Utilities ,2016,1126789.024,27914064,58033.62062,140,176,83600842.01,13.4
99,1002169,TX,Pipeline Transportation,2016,116027.386,27914064,58033.62062,140,176,83600842.01,13.4
100,1004884,TX,Waste Management and Remediation Services,2016,96631,27914064,58033.62062,140,176,83600842.01,13.4
101,1011920,TX,Petroleum and Coal Products Manufacturing,2016,106656.76,27914064,58033.62062,140,176,83600842.01,13.4
102,1011939,TX,Oil and Gas Extraction,2016,57742.832,27914064,58033.62062,140,176,83600842.01,13.4
103,1008965,TX,Pipeline Transportation,2016,35024.13,27914064,58033.62062,140,176,83600842.01,13.4
104,1005893,TX,Waste Management and Remediation Services,2016,24626,27914064,58033.62062,140,176,83600842.01,13.4
105,1000419,TX,Utilities ,2016,94438.2,27914064,58033.62062,140,176,83600842.01,13.4
106,1003095,TX,Chemical Manufacturing,2016,8364.24,27914064,58033.62062,140,176,83600842.01,13.4
107,1005127,TX,Chemical Manufacturing,2016,285490.154,27914064,58033.62062,140,176,83600842.01,13.4
108,1007780,TX,Waste Management and Remediation Services,2016,188068.25,27914064,58033.62062,140,176,83600842.01,13.4
109,1004270,TX,Nonmetallic Mineral Product Manufacturing,2016,483828.128,27914064,58033.62062,140,176,83600842.01,13.4
110,1007663,TX,Nonmetallic Mineral Product Manufacturing,2016,1496729.54,27914064,58033.62062,140,176,83600842.01,13.4
111,1002859,TX,Chemical Manufacturing,2016,2204921.792,27914064,58033.62062,140,176,83600842.01,13.4
112,1005344,TX,Primary Metal Manufacturing,2016,194681.3,27914064,58033.62062,140,176,83600842.01,13.4
113,1007714,TX,Oil and Gas Extraction,2016,5390.584,27914064,58033.62062,140,176,83600842.01,13.4
114,1004491,TX,Waste Management and Remediation Services,2016,190855.3,27914064,58033.62062,140,176,83600842.01,13.4
115,1006967,TX,Chemical Manufacturing,2016,1343200.826,27914064,58033.62062,140,176,83600842.01,13.4
116,1007425,TX,Chemical Manufacturing,2016,7146.924,27914064,58033.62062,140,176,83600842.01,13.4
117,1002146,TX,Chemical Manufacturing,2016,850681.616,27914064,58033.62062,140,176,83600842.01,13.4
118,1010732,TX,Oil and Gas Extraction,2016,27253.13,27914064,58033.62062,140,176,83600842.01,13.4
119,1002970,TX,Petroleum and Coal Products Manufacturing,2016,422718.112,27914064,58033.62062,140,176,83600842.01,13.4
120,1007965,TX,Petroleum and Coal Products Manufacturing,2016,1187464.528,27914064,58033.62062,140,176,83600842.01,13.4
121,1006350,TX,Waste Management and Remediation Services,2016,153740.75,27914064,58033.62062,140,176,83600842.01,13.4
122,1002065,TX,Waste Management and Remediation Services,2016,219512.15,27914064,58033.62062,140,176,83600842.01,13.4
123,1002351,TX,Waste Management and Remediation Services,2016,80163,27914064,58033.62062,140,176,83600842.01,13.4
124,1000372,TX,Waste Management and Remediation Services,2016,62071.25,27914064,58033.62062,140,176,83600842.01,13.4
125,1007276,TX,Waste Management and Remediation Services,2016,337507.25,27914064,58033.62062,140,176,83600842.01,13.4
126,1006224,TX,Waste Management and Remediation Services,2016,71829.5,27914064,58033.62062,140,176,83600842.01,13.4
127,1000370,TX,Waste Management and Remediation Services,2016,77014.5,27914064,58033.62062,140,176,83600842.01,13.4
128,1000090,TX,Waste Management and Remediation Services,2016,279405.25,27914064,58033.62062,140,176,83600842.01,13.4
129,1002700,TX,Waste Management and Remediation Services,2016,29178.25,27914064,58033.62062,140,176,83600842.01,13.4
130,1006867,TX,Chemical Manufacturing,2016,618190.58,27914064,58033.62062,140,176,83600842.01,13.4
131,1005316,TX,Waste Management and Remediation Services,2016,180083.75,27914064,58033.62062,140,176,83600842.01,13.4
132,1003646,TX,Waste Management and Remediation Services,2016,87948,27914064,58033.62062,140,176,83600842.01,13.4
133,1004849,TX,Oil and Gas Extraction,2016,29927.454,27914064,58033.62062,140,176,83600842.01,13.4
134,1004071,TX,Chemical Manufacturing,2016,139486.936,27914064,58033.62062,140,176,83600842.01,13.4
135,1005818,TX,Oil and Gas Extraction,2016,130842.188,27914064,58033.62062,140,176,83600842.01,13.4
136,1002644,TX,Waste Management and Remediation Services,2016,109071,27914064,58033.62062,140,176,83600842.01,13.4
137,1005482,TX,Waste Management and Remediation Services,2016,65256.75,27914064,58033.62062,140,176,83600842.01,13.4
138,1007233,TX,Utilities ,2016,1072008.728,27914064,58033.62062,140,176,83600842.01,13.4
139,1005847,TX,Pipeline Transportation,2016,95604.028,27914064,58033.62062,140,176,83600842.01,13.4
140,1010356,TX,Food Manufacturing,2016,44195.762,27914064,58033.62062,140,176,83600842.01,13.4
141,1004382,TX,Oil and Gas Extraction,2016,95459.448,27914064,58033.62062,140,176,83600842.01,13.4
142,1010251,TX,Oil and Gas Extraction,2016,40267.672,27914064,58033.62062,140,176,83600842.01,13.4
143,1000929,TX,Utilities ,2016,781256.852,27914064,58033.62062,140,176,83600842.01,13.4
144,1000547,TX,Utilities ,2016,506838.772,27914064,58033.62062,140,176,83600842.01,13.4
145,1002085,TX,Waste Management and Remediation Services,2016,156999.75,27914064,58033.62062,140,176,83600842.01,13.4
146,1003237,TX,Pipeline Transportation,2016,16605.94,27914064,58033.62062,140,176,83600842.01,13.4
147,1004301,TX,Oil and Gas Extraction,2016,8070.178,27914064,58033.62062,140,176,83600842.01,13.4
148,1001408,TX,Utilities ,2016,1914208.322,27914064,58033.62062,140,176,83600842.01,13.4
149,1007323,TX,Utilities ,2016,3130817.948,27914064,58033.62062,140,176,83600842.01,13.4
150,1002509,TX,Waste Management and Remediation Services,2016,108682,27914064,58033.62062,140,176,83600842.01,13.4
151,1006314,TX,Chemical Manufacturing,2016,25358.0456,27914064,58033.62062,140,176,83600842.01,13.4
152,1003991,TX,Chemical Manufacturing,2016,1866324.814,27914064,58033.62062,140,176,83600842.01,13.4
153,1006634,TX,Waste Management and Remediation Services,2016,109527.25,27914064,58033.62062,140,176,83600842.01,13.4
154,1004460,TX,Waste Management and Remediation Services,2016,231702.75,27914064,58033.62062,140,176,83600842.01,13.4
155,1002538,TX,Waste Management and Remediation Services,2016,95493.75,27914064,58033.62062,140,176,83600842.01,13.4
156,1002457,TX,Waste Management and Remediation Services,2016,61118.75,27914064,58033.62062,140,176,83600842.01,13.4
157,1002705,TX,Waste Management and Remediation Services,2016,24318.75,27914064,58033.62062,140,176,83600842.01,13.4
158,1005665,TX,Waste Management and Remediation Services,2016,120552.5,27914064,58033.62062,140,176,83600842.01,13.4
159,1007802,TX,Waste Management and Remediation Services,2016,13708,27914064,58033.62062,140,176,83600842.01,13.4
160,1002554,TX,Waste Management and Remediation Services,2016,139909.4,27914064,58033.62062,140,176,83600842.01,13.4
161,1002964,TX,Waste Management and Remediation Services,2016,132867.25,27914064,58033.62062,140,176,83600842.01,13.4
162,1000503,TX,Utilities ,2016,190421.596,27914064,58033.62062,140,176,83600842.01,13.4
163,1005649,TX,Pipeline Transportation,2016,29151.278,27914064,58033.62062,140,176,83600842.01,13.4
164,1010750,TX,Chemical Manufacturing,2016,80117.932,27914064,58033.62062,140,176,83600842.01,13.4
165,1001038,TX,Utilities ,2016,3133655.552,27914064,58033.62062,140,176,83600842.01,13.4
166,1000483,TX,Utilities ,2016,1026389.296,27914064,58033.62062,140,176,83600842.01,13.4
167,1003326,TX,Pipeline Transportation,2016,40119.798,27914064,58033.62062,140,176,83600842.01,13.4
168,1007575,TX,Waste Management and Remediation Services,2016,1279.25,27914064,58033.62062,140,176,83600842.01,13.4
169,1003238,TX,Pipeline Transportation,2016,17939.336,27914064,58033.62062,140,176,83600842.01,13.4
170,1002623,TX,Oil and Gas Extraction,2016,415385.85,27914064,58033.62062,140,176,83600842.01,13.4
171,1002624,TX,Oil and Gas Extraction,2016,283991.242,27914064,58033.62062,140,176,83600842.01,13.4
172,1000540,TX,Utilities ,2016,29696.088,27914064,58033.62062,140,176,83600842.01,13.4
173,1001363,TX,Utilities ,2016,1439499.688,27914064,58033.62062,140,176,83600842.01,13.4
174,1012506,TX,Petroleum and Coal Products Manufacturing,2016,247.298,27914064,58033.62062,140,176,83600842.01,13.4
175,1004462,TX,Oil and Gas Extraction,2016,45391.604,27914064,58033.62062,140,176,83600842.01,13.4
176,1007303,TX,Utilities ,2016,1875400.852,27914064,58033.62062,140,176,83600842.01,13.4
177,1003439,TX,Waste Management and Remediation Services,2016,201430.812,27914064,58033.62062,140,176,83600842.01,13.4
178,1004621,TX,Chemical Manufacturing,2016,58919.628,27914064,58033.62062,140,176,83600842.01,13.4
179,1007104,TX,Oil and Gas Extraction,2016,91344.694,27914064,58033.62062,140,176,83600842.01,13.4
180,1010141,TX,Computer and Electronic Product Manufacturing,2016,72346.26322,27914064,58033.62062,140,176,83600842.01,13.4
181,1002961,TX,Nonmetallic Mineral Product Manufacturing,2016,33356.024,27914064,58033.62062,140,176,83600842.01,13.4
182,1000184,TX,Plastics and Rubber Products Manufacturing,2016,40807.596,27914064,58033.62062,140,176,83600842.01,13.4
183,1005858,TX,Oil and Gas Extraction,2016,143788.22,27914064,58033.62062,140,176,83600842.01,13.4
184,1005834,TX,Waste Management and Remediation Services,2016,161214.418,27914064,58033.62062,140,176,83600842.01,13.4
185,1008310,TX,Petroleum and Coal Products Manufacturing,2016,711771.578,27914064,58033.62062,140,176,83600842.01,13.4
186,1002387,TX,Wood Product Manufacturing,2016,6033.548,27914064,58033.62062,140,176,83600842.01,13.4
187,1007459,TX,Oil and Gas Extraction,2016,27928.928,27914064,58033.62062,140,176,83600842.01,13.4
188,1002040,TX,Chemical Manufacturing,2016,3545479.46,27914064,58033.62062,140,176,83600842.01,13.4
189,1005106,TX,Nonmetallic Mineral Product Manufacturing,2016,87541.22,27914064,58033.62062,140,176,83600842.01,13.4
190,1010634,TX,Oil and Gas Extraction,2016,81351.018,27914064,58033.62062,140,176,83600842.01,13.4
191,1006650,TX,Utilities ,2016,326425.686,27914064,58033.62062,140,176,83600842.01,13.4
192,1007501,TX,Utilities ,2016,10825.408,27914064,58033.62062,140,176,83600842.01,13.4
193,1000825,TX,Utilities ,2016,3794578.636,27914064,58033.62062,140,176,83600842.01,13.4
194,1012519,TX,Oil and Gas Extraction,2016,29001.144,27914064,58033.62062,140,176,83600842.01,13.4
195,1006444,TX,Petroleum and Coal Products Manufacturing,2016,354803.644,27914064,58033.62062,140,176,83600842.01,13.4
196,1004513,TX,Oil and Gas Extraction,2016,34702.078,27914064,58033.62062,140,176,83600842.01,13.4
197,1010607,TX,Chemical Manufacturing,2016,53063.6,27914064,58033.62062,140,176,83600842.01,13.4
198,1007936,TX,Petroleum and Coal Products Manufacturing,2016,1919016.07,27914064,58033.62062,140,176,83600842.01,13.4
199,1008412,TX,Oil and Gas Extraction,2016,58573.73,27914064,58033.62062,140,176,83600842.01,13.4
200,1005947,TX,Chemical Manufacturing,2016,44847.932,27914064,58033.62062,140,176,83600842.01,13.4
201,1009054,TX,Oil and Gas Extraction,2016,71765.696,27914064,58033.62062,140,176,83600842.01,13.4
202,1002003,TX,Chemical Manufacturing,2016,1901.492,27914064,58033.62062,140,176,83600842.01,13.4
203,1006407,TX,Oil and Gas Extraction,2016,182658.614,27914064,58033.62062,140,176,83600842.01,13.4
204,1002326,TX,Oil and Gas Extraction,2016,76175.344,27914064,58033.62062,140,176,83600842.01,13.4
205,1011927,TX,Oil and Gas Extraction,2016,44651.18,27914064,58033.62062,140,176,83600842.01,13.4
206,1009988,TX,Oil and Gas Extraction,2016,41843.536,27914064,58033.62062,140,176,83600842.01,13.4
207,1002468,TX,Waste Management and Remediation Services,2016,37120.55,27914064,58033.62062,140,176,83600842.01,13.4
208,1011897,TX,Oil and Gas Extraction,2016,27975.372,27914064,58033.62062,140,176,83600842.01,13.4
209,1002830,TX,Chemical Manufacturing,2016,155346.208,27914064,58033.62062,140,176,83600842.01,13.4
210,1001911,TX,Fabricated Metal Product Manufacturing,2016,31779.48,27914064,58033.62062,140,176,83600842.01,13.4
211,1010714,TX,Oil and Gas Extraction,2016,53876.51,27914064,58033.62062,140,176,83600842.01,13.4
212,1010746,TX,Oil and Gas Extraction,2016,52478.81,27914064,58033.62062,140,176,83600842.01,13.4
213,1011210,TX,Oil and Gas Extraction,2016,37053.608,27914064,58033.62062,140,176,83600842.01,13.4
214,1011745,TX,Oil and Gas Extraction,2016,39493.052,27914064,58033.62062,140,176,83600842.01,13.4
215,1011989,TX,Oil and Gas Extraction,2016,59617.932,27914064,58033.62062,140,176,83600842.01,13.4
216,1008460,TX,Pipeline Transportation,2016,65862.02,27914064,58033.62062,140,176,83600842.01,13.4
217,1001981,TX,Pipeline Transportation,2016,146327.282,27914064,58033.62062,140,176,83600842.01,13.4
218,1010558,TX,Pipeline Transportation,2016,9475.068,27914064,58033.62062,140,176,83600842.01,13.4
219,1001988,TX,Pipeline Transportation,2016,61576.534,27914064,58033.62062,140,176,83600842.01,13.4
220,1001990,TX,Pipeline Transportation,2016,78039.906,27914064,58033.62062,140,176,83600842.01,13.4
221,1008240,TX,Pipeline Transportation,2016,7570.894,27914064,58033.62062,140,176,83600842.01,13.4
222,1008368,TX,Pipeline Transportation,2016,69947.148,27914064,58033.62062,140,176,83600842.01,13.4
223,1012153,TX,Pipeline Transportation,2016,39251.754,27914064,58033.62062,140,176,83600842.01,13.4
224,1002758,TX,Chemical Manufacturing,2016,1078828.048,27914064,58033.62062,140,176,83600842.01,13.4
225,1006656,TX,Chemical Manufacturing,2016,58715.332,27914064,58033.62062,140,176,83600842.01,13.4
226,1006120,TX,Chemical Manufacturing,2016,33735.924,27914064,58033.62062,140,176,83600842.01,13.4
227,1004880,TX,Chemical Manufacturing,2016,540090.776,27914064,58033.62062,140,176,83600842.01,13.4
228,1007542,TX,Petroleum and Coal Products Manufacturing,2016,10072580.68,27914064,58033.62062,140,176,83600842.01,13.4
229,1006274,TX,Chemical Manufacturing,2016,39895.8,27914064,58033.62062,140,176,83600842.01,13.4
230,1010118,TX,Oil and Gas Extraction,2016,113789.582,27914064,58033.62062,140,176,83600842.01,13.4
231,1012675,TX,Oil and Gas Extraction,2016,56224.796,27914064,58033.62062,140,176,83600842.01,13.4
232,1007438,TX,Chemical Manufacturing,2016,2402165.976,27914064,58033.62062,140,176,83600842.01,13.4
233,1004957,TX,Chemical Manufacturing,2016,36505.944,27914064,58033.62062,140,176,83600842.01,13.4
234,1007858,TX,Waste Management and Remediation Services,2016,33111.75,27914064,58033.62062,140,176,83600842.01,13.4
235,1011896,TX,Utilities ,2016,149857.944,27914064,58033.62062,140,176,83600842.01,13.4
236,1002473,TX,Waste Management and Remediation Services,2016,49873,27914064,58033.62062,140,176,83600842.01,13.4
237,1012043,TX,Utilities ,2016,51266.16,27914064,58033.62062,140,176,83600842.01,13.4
238,1010648,TX,Fabricated Metal Product Manufacturing,2016,12878.452,27914064,58033.62062,140,176,83600842.01,13.4
239,1001370,TX,Utilities ,2016,516253.884,27914064,58033.62062,140,176,83600842.01,13.4
240,1005631,TX,Oil and Gas Extraction,2016,59224.992,27914064,58033.62062,140,176,83600842.01,13.4
241,1007959,TX,Petroleum and Coal Products Manufacturing,2016,5940916.044,27914064,58033.62062,140,176,83600842.01,13.4
242,1002528,TX,Oil and Gas Extraction,2016,177000.788,27914064,58033.62062,140,176,83600842.01,13.4
243,1009067,TX,Petroleum and Coal Products Manufacturing,2016,564570.304,27914064,58033.62062,140,176,83600842.01,13.4
244,1009066,TX,Petroleum and Coal Products Manufacturing,2016,2389375.914,27914064,58033.62062,140,176,83600842.01,13.4
245,1006693,TX,Waste Management and Remediation Services,2016,32917.25,27914064,58033.62062,140,176,83600842.01,13.4
246,1006691,TX,Chemical Manufacturing,2016,3720405.49,27914064,58033.62062,140,176,83600842.01,13.4
247,1006085,TX,Utilities ,2016,3647766.932,27914064,58033.62062,140,176,83600842.01,13.4
248,1002321,TX,Waste Management and Remediation Services,2016,133649.5,27914064,58033.62062,140,176,83600842.01,13.4
249,1002890,TX,National Security and International Affairs ,2016,68488.234,27914064,58033.62062,140,176,83600842.01,13.4
250,1004561,TX,Waste Management and Remediation Services,2016,4497.25,27914064,58033.62062,140,176,83600842.01,13.4
251,1006016,TX,Utilities ,2016,456600.198,27914064,58033.62062,140,176,83600842.01,13.4
252,1002375,TX,Oil and Gas Extraction,2016,136186.256,27914064,58033.62062,140,176,83600842.01,13.4
253,1006168,TX,Oil and Gas Extraction,2016,12075.914,27914064,58033.62062,140,176,83600842.01,13.4
254,1006275,TX,Chemical Manufacturing,2016,670656.606,27914064,58033.62062,140,176,83600842.01,13.4
255,1001267,TX,Beverage and Tobacco Product Manufacturing,2016,23922.688,27914064,58033.62062,140,176,83600842.01,13.4
256,1001372,TX,Utilities ,2016,2337392.136,27914064,58033.62062,140,176,83600842.01,13.4
257,1001311,TX,Utilities ,2016,1009765.008,27914064,58033.62062,140,176,83600842.01,13.4
258,1007697,TX,Nonmetallic Mineral Product Manufacturing,2016,41809.192,27914064,58033.62062,140,176,83600842.01,13.4
259,1005894,TX,Waste Management and Remediation Services,2016,57432.25,27914064,58033.62062,140,176,83600842.01,13.4
260,1002878,TX,Chemical Manufacturing,2016,26450,27914064,58033.62062,140,176,83600842.01,13.4
261,1006363,TX,Nonmetallic Mineral Product Manufacturing,2016,256757.228,27914064,58033.62062,140,176,83600842.01,13.4
262,1004639,TX,Oil and Gas Extraction,2016,40456.5,27914064,58033.62062,140,176,83600842.01,13.4
